old_section,old_title,start_line,end_line,source_lines,rewrite_pass,source_role,locked_marker,rationale_present,migration,target,migration_status,notes
515,UPDATE Execution,15578,15597,20,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §31 — DML, DDL, VACUUM, and Result Interface",MIGRATED_WITH_COMPLETION_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. UPDATE batched assignment/write protocol migrated to §31.7; mutation phase remains single-worker v1.
516,DELETE Execution,15598,15616,19,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §31 — DML, DDL, VACUUM, and Result Interface",MIGRATED_WITH_COMPLETION_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. DELETE target write/xmax/RETURNING/vacuum boundary migrated to §31.8; mutation phase remains single-worker v1.
517,RETURNING Buffer,15617,15640,24,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §31 — DML, DDL, VACUUM, and Result Interface",MIGRATED_WITH_COMPLETION_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. RETURNING memory/spill buffer migrated to §31.9 with whole-statement successful-completion publication boundary.
518,Query Result Interface,15641,15658,18,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §31 — DML, DDL, VACUUM, and Result Interface",MIGRATED_WITH_COMPLETION_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Result sink/cursor ownership migrated to §31.10 with explicit current-client-chunk lifetime.
519,Physical DDL Execution,15659,15678,20,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §31 — DML, DDL, VACUUM, and Result Interface",MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Physical DDL control-operator/offline index/catalog publication semantics migrated to §31.11.
520,Physical VACUUM,15679,15690,12,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,"ARCHITECTURE_NEW.md §31 — DML, DDL, VACUUM, and Result Interface",MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. PhysicalVacuum maintenance/operator-boundary semantics migrated to §31.12.
521,Physical Operator Properties,15691,15712,22,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §22 — Physical Plan and Runtime Operator Model,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Physical operator property set migrated to §22.7.
522,Ordering Property,15713,15745,33,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §22 — Physical Plan and Runtime Operator Model,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Explicit ordered-key property and operator examples migrated to §22.7.
523,Pipeline Breaker Memory Semantics,15746,15775,30,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §26 — Pipeline Execution Model,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Breaker memory/spill/finalize/output-state declaration migrated to Chapter 26 sink contract.
524,Pipeline Dependency DAG,15776,15794,19,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §26 — Pipeline Execution Model,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Pipeline dependency DAG and canonical blocker dependencies migrated to §26.1/§26.2.
525,Worker Model,15795,15814,20,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Fixed worker-pool model migrated to §32.1.
526,Pipeline Morsels,15815,15852,38,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,"Preserve normative semantics; reorganize into the canonical subsystem chapter. Parallel-source morsels, 64–256 heap-page target, Values/spill units and B+ limitation migrated to §32.2."
527,Local Operator State,15853,15873,21,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Worker-local hot operator state/combine-finalize rule migrated to §32.3.
528,Parallel Sequential Scan,15874,15893,20,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Parallel heap morsel scan/snapshot/no-order semantics migrated to §32.4.
529,Parallel Hash Join Build,15894,15911,18,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Parallel hash build local storage/partition/finalize architecture migrated to §32.5.
530,Parallel Hash Join Probe,15912,15931,20,13,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Immutable finalized parallel hash-probe architecture migrated to §32.5.
531,Parallel Hash Aggregate,15932,15951,20,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Worker-local aggregate tables and combine/global-aggregate specialization migrated to §32.6.
532,Parallel Sort,15952,15971,20,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Independent local sort-run generation and merge finalize migrated to §32.7.
533,Task Scheduler,15972,15997,26,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Fixed-pool/global-ready-queue/dependency scheduler baseline and work-stealing deferral migrated to §32.8.
534,Query Fairness,15998,16016,19,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Morsel fairness/cancellation control points and future query-share limits migrated to §32.9.
535,NUMA,16017,16035,19,13,ARCHITECTURE_CONTRACT,no,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §32 — Parallel Execution and Scheduling,MIGRATED_DEFERRED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. NUMA scheduling/memory placement deferred and centralized-allocation compatibility migrated to §32.10/Appendix C.
536,SIMD Policy,16036,16069,34,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §42 — Performance Requirements,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Portable auto-vectorization-first SIMD policy and explicit-intrinsic deferral migrated to §32.11.
537,Branch Reduction,16070,16094,25,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §42 — Performance Requirements,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Batch/null/selection-based branch-reduction guidelines migrated to §32.11/§42.4.
538,Prefetch,16095,16113,19,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §42 — Performance Requirements,MIGRATED_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Heap/B+/hash/spill prefetch optimization points and evidence-first policy migrated to §32.12.
539,Query Profiling,16114,16181,68,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §40 — Observability and EXPLAIN,MIGRATED_CROSSCUTTING_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Operator profiling metrics migrated to §40.6.
540,EXPLAIN ANALYZE,16182,16212,31,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §40 — Observability and EXPLAIN,MIGRATED_CROSSCUTTING_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. EXPLAIN ANALYZE estimated-vs-actual/operator runtime metrics migrated to §40.6.1.
541,Pipeline Profiling,16213,16247,35,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §40 — Observability and EXPLAIN,MIGRATED_CROSSCUTTING_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Pipeline dependency/execution/worker/morsel profiling migrated to §40.6.2.
542,Physical Plan Validator,16248,16269,22,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Physical plan validator contract migrated to §41.5.
543,Execution Error Model,16270,16295,26,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §39 — Error and Corruption Model,MIGRATED_CROSSCUTTING_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Execution error taxonomy/resource unwind migrated to §39.3.
544,Integer Arithmetic Errors,16296,16316,21,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §39 — Error and Corruption Model,MIGRATED_WITH_COMPLETION_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Checked integer arithmetic/overflow rules migrated to §39.3.1.
545,Division,16317,16332,16,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §39 — Error and Corruption Model,MIGRATED_WITH_COMPLETION_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Integer divide/remainder-by-zero errors and explicit IEEE FLOAT64 division semantics migrated to §39.3.1–§39.3.2.
546,Execution Testing Strategy,16333,16390,58,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Operator/pipeline/end-to-end/differential/spill/cancellation strategy consolidated into §41.5.
547,Vector Correctness Tests,16391,16420,30,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Vector representation/null/selection correctness matrix consolidated into §41.5.
548,String Lifetime Tests,16421,16436,16,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. String lifetime/unpin/recycle poisoning obligation consolidated into §41.5.
549,Hash Join Tests,16437,16461,25,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Hash join duplicate/NULL/collision/residual/LEFT/spill/skew randomized reference tests consolidated into §41.5.
550,Aggregate Tests,16462,16485,24,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Aggregate empty/group/null/composite/spill/combine tests consolidated into §41.5.
551,Sort Tests,16486,16510,25,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Sort order/type-edge/external/multi-pass comparator-oracle tests consolidated into §41.5.
552,DML Execution Tests,16511,16538,28,13,VERIFICATION_REQUIREMENT,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §41 — Verification Requirements + VERIFICATION.md (proposed),MIGRATED_VERIFICATION_PASS13,Keep architecture-level verification obligations; move detailed test recipes/checklists to verification documentation. Halloween/spool/conflict/retry/RETURNING/unique DML tests consolidated into §41.5.
553,Execution Microbenchmarks,16539,16570,32,13,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),MIGRATED_PERFORMANCE_PASS13,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation. Execution operator microbenchmark dimensions migrated to §42.4.
554,Vector Size Benchmark,16571,16592,22,13,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),MIGRATED_PERFORMANCE_PASS13,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation. 256–4096 vector-size benchmark matrix/default-1024 evidence rule migrated to §42.4.
555,End-to-End Execution Benchmarks,16593,16627,35,13,PERFORMANCE_VERIFICATION,yes,no,SPLIT_AND_MERGE,ARCHITECTURE_NEW.md §42 — Performance Requirements + VERIFICATION.md (proposed),MIGRATED_PERFORMANCE_PASS13,Keep required performance properties/metrics; move benchmark procedures/checklists to verification documentation. End-to-end query/DML benchmark workload and metric dimensions migrated to §42.4.
556,Deliberately Deferred Execution Features,16628,16656,29,13,DEFERRED_SCOPE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,MIGRATED_DEFERRED_PASS13,Preserve explicitly deferred functionality as a scope boundary and consolidate it by subsystem. Deferred execution features consolidated into Appendix C.
557,High-Reward Future Execution Experiments,16657,16681,25,13,FUTURE_EXPERIMENTS / RATIONALE,yes,no,CONSOLIDATE,ARCHITECTURE_NEW.md §C — Deferred Features and Future Experiments,MIGRATED_DEFERRED_PASS13,Preserve future experiment ideas without presenting them as current v1 requirements. High-reward profiling-driven execution experiments consolidated into Appendix C/§42.4 rather than implementation instructions.
558,Practical Performance Rules,16682,16705,24,13,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §42 — Performance Requirements,MIGRATED_PERFORMANCE_PASS13,Preserve normative semantics; reorganize into the canonical subsystem chapter. Practical no-per-row-allocation/dispatch/memory/spill/profile constraints canonicalized in §42.4.
559,Execution Invariants,16706,16744,39,13,ARCHITECTURAL_INVARIANTS,yes,no,MERGE_AND_DEDUPLICATE,ARCHITECTURE_NEW.md §B — Global Invariants,RECONCILED_PASS13,Preserve every invariant; colocate subsystem-specific invariants with their owning chapters where useful. Thirty execution invariants reconciled into Chapters 22–32/39–42 and Appendix B.
560,Recommended Execution Module Layout,16745,16837,93,13,IMPLEMENTATION_GUIDANCE / SOURCE_LAYOUT,yes,no,MOVE_OUT_OR_SPLIT,DEVELOPMENT.md (proposed); subsystem-boundary constraints stay in architecture,CLASSIFIED_PASS13,Exact filenames/source trees are implementation guidance; preserve only architectural boundaries in the contract. Concrete execution module/file tree excluded from architecture per R-006; responsibility boundaries retained in Chapters 22–32.
561,Execution Implementation Order,16838,16943,106,13,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),CLASSIFIED_PASS13,Implementation sequence and milestone targets are project planning rather than system architecture. Execution implementation order excluded from architecture per R-003; algorithm/dependency requirements retained.
562,Execution Milestone 1,16944,16969,26,13,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),CLASSIFIED_PASS13,Implementation sequence and milestone targets are project planning rather than system architecture. Execution milestone target excluded as project planning; foundational streaming obligations already preserved.
563,Execution Milestone 2,16970,16991,22,13,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),CLASSIFIED_PASS13,Implementation sequence and milestone targets are project planning rather than system architecture. Execution milestone target excluded as project planning; join/aggregate/sort/EXPLAIN ANALYZE obligations preserved.
564,Execution Milestone 3,16992,17008,17,13,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),CLASSIFIED_PASS13,Implementation sequence and milestone targets are project planning rather than system architecture. Forced-spill milestone excluded as project planning; semantic equivalence under spill preserved in §§28–31/41.
565,Execution Milestone 4,17009,17027,19,13,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),CLASSIFIED_PASS13,Implementation sequence and milestone targets are project planning rather than system architecture. DML milestone excluded as project planning; Halloween/MVCC/RETURNING obligations preserved.
566,Execution Milestone 5,17028,17057,30,13,PROJECT_ROADMAP / MILESTONE,yes,no,MOVE_OUT_OF_ARCHITECTURE,DEVELOPMENT.md (proposed),CLASSIFIED_PASS13,Implementation sequence and milestone targets are project planning rather than system architecture. Parallel-scaling milestone excluded as project planning; parallel architecture and benchmark dimensions preserved in §32/§42.4.
567,Architecture Status After Practical Execution Layer,17058,17112,55,13,PROJECT_STATE + ARCHITECTURE_SUMMARY,yes,no,SPLIT_AND_MOVE,PROJECT_STATE.md + ARCHITECTURE_NEW.md §2 — System Architecture and Dependency Model where a unique end-to-end architecture summary remains useful,MIGRATED_WITH_CLASSIFICATION_PASS13,Remove historical progress/status language; retain only unique architectural summaries/diagrams. Historical execution-layer status snapshot excluded per R-004; lasting optimizer handoff is represented by Part VII.
568,Cost-Based Optimizer Contract,17113,17161,49,14,SUBSYSTEM_CONTRACT_INTRODUCTION,yes,yes,MERGE_INTO_PART_INTRODUCTION,ARCHITECTURE_NEW.md §33 — Optimizer Architecture,MIGRATED_PASS14,Use as subsystem framing; do not retain a second independent contract layer. System-R-style optimizer contract/rationale migrated to §33.1 and deduplicated against Pass-1 optimizer overview.
569,Optimizer Layering,17162,17201,40,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §33 — Optimizer Architecture,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Optimizer stage layering migrated to §33.2.
570,Optimizer Inputs,17202,17229,28,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §33 — Optimizer Architecture,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Stable optimizer inputs/catalog-stats/property inputs migrated to §§33.3–33.4.
571,Optimizer Output,17230,17259,30,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §33 — Optimizer Architecture,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Immutable PhysicalPlan estimate/cost/property output migrated to §33.5.
572,Statistics Philosophy,17260,17288,29,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Statistics as approximate non-correctness metadata migrated to §34.1.
573,ANALYZE,17289,17314,26,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_WITH_COMPLETION_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Manual ANALYZE scope migrated to §§34.2–34.3; one stable analysis snapshot and atomic descriptor publication made explicit.
574,Table Statistics,17315,17340,26,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. TableStatistics fields/derived scan quantities migrated to §34.4.
575,Column Statistics,17341,17372,32,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. ColumnStatistics fields and non-NULL NDV semantics migrated to §34.5.
576,Statistics Collection Strategy,17373,17398,26,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Vectorized full-scan v1 collection strategy migrated to §34.7.
577,Small-Table Exact Statistics,17399,17423,25,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. ~50k configurable small-table exact mode migrated to §34.8.
578,NDV Estimation,17424,17459,36,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. HLL p=14 / 16384-register NDV strategy migrated to §34.9.
579,Most-Common-Value Collection,17460,17492,33,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Bounded SpaceSaving-style 64-entry MCV strategy migrated to §34.10.
580,Histogram Collection,17493,17519,27,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. 100k reservoir + ~100 equi-depth-bin histogram strategy migrated to §34.11.
581,Why Equi-Depth Histograms,17520,17540,21,14,ARCHITECTURE_CONTRACT + RATIONALE,yes,yes,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_RATIONALE_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Equi-depth skew rationale migrated to §34.12.
582,Histogram Value Semantics,17541,17559,19,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_INTEGRATION_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Histogram ordering aligned with SQL/B+ VARCHAR/FLOAT/type semantics in §34.13.
583,Statistics Serialization,17560,17587,28,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_WITH_GAP_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Versioned sys_statistics semantic payload migrated to §34.14; exact byte grammar remains R-044.
584,Statistics Snapshot During Planning,17588,17601,14,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Immutable one-plan statistics snapshot/atomic cache publication migrated to §§33.4/34.15.
585,Statistics Freshness,17602,17629,28,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §34 — Statistics,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Modification counters/staleness diagnostics migrated to §34.16; stale stats remain usable.
586,CardinalityEstimate,17630,17655,26,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Floating finite nonnegative CardinalityEstimate migrated to §35.1.
587,Exact-Zero vs Estimated-Small,17656,17697,42,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Explicit provably-empty versus minimum-nonempty estimate migrated to §35.2.
588,Row Width Estimate,17698,17727,30,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Average row-width estimation and memory/spill relevance migrated to §35.3.
589,Selectivity Range,17728,17747,20,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Selectivity clamp/filter row rule migrated to §35.5.
590,Equality Selectivity: Constant,17748,17801,54,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Constant equality estimator with NULL/MCV/minmax/residual-NDV order migrated to §35.6.
591,Equality Selectivity: Column to Column,17802,17845,44,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Column equijoin baseline/nonnull/NDV/minmax estimator migrated to §35.7.
592,MCV-Aware Join Estimation,17846,17863,18,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. MCV-aware join contribution/residual estimation migrated to §35.8.
593,Unique-Key Join Estimation,17864,17891,28,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Unique non-NULL key join bound/future FK refinement migrated to §35.9.
594,Range Selectivity,17892,17919,28,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Range MCV+histogram interpolation migrated to §35.10.
595,IS NULL Selectivity,17920,17954,35,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. IS NULL/NOT NULL selectivity and NOT NULL exactness migrated to §35.11.
596,IN-List Selectivity,17955,17978,24,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Deduplicated IN-list TRUE selectivity with NULL/UNKNOWN preservation migrated to §35.12.
597,NOT Selectivity,17979,18013,35,14,ARCHITECTURE_CONTRACT,yes,no,REWRITE_CANONICALLY,ARCHITECTURE_NEW.md §35 — Cardinality Estimation,MIGRATED_PASS14,Preserve normative semantics; reorganize into the canonical subsystem chapter. Three-valued NOT transformation migrated to §35.13.
